 variables=x,y
 zone i=          240 j=           80
   3.14316885391689       -1.27881147980885     
   3.02910035864564       -1.26883177960715     
   2.91616125441668       -1.25895088831835     
   2.80434035914049       -1.24916782763636     
   2.69362660144128       -1.23948162894132     
   2.58400901956088       -1.22989133320366     
   2.47547676027335       -1.22039599088915     
   2.36801907781045       -1.21099466186487     
   2.26162533279768       -1.20168641530619     
   2.15628499120088       -1.19247032960452     
   2.05198762328325       -1.18334549227614     
   1.94872290257273       -1.17431099987180     
   1.84826157437784       -1.16552177253198     
   1.75052753323349       -1.15697115189128     
   1.65544673975767       -1.14865266034309     
   1.56294716456217       -1.14055999613252     
   1.47295873368603       -1.13268702858238     
   1.38541327551029       -1.12502779344882     
   1.30024446911397       -1.11757648840310     
   1.21738779403194       -1.11032746863597     
   1.13678048137686       -1.10327524258137     
   1.05836146628794       -1.09641446775622     
  0.982071341670730       -1.08973994671323     
  0.907852313192610       -1.08324662310349     
  0.835648155500188       -1.07692957784596     
  0.765404169625203       -1.07078402540103     
  0.697067141546792       -1.06480531014511     
  0.630585301878683       -1.05898890284380     
  0.565908286650796       -1.05333039722067     
  0.502987099155511       -1.04782550661924     
  0.441774072829744       -1.04247006075563     
  0.382222835144666       -1.03726000255924     
  0.324288272475743       -1.03219138509938     
  0.267926495926462       -1.02726036859514     
  0.213094808079873       -1.02246321750657     
  0.159751670652739       -1.01779629770479     
  0.107856673027800       -1.01325607371890     
  5.737050164031321E-002  -1.00883910605767     
  8.254910195684084E-003  -1.00454204860389     
 -3.952730930440135E-002  -1.00036164607953     
 -8.601235474925302E-002 -0.996294731579618     
 -0.131135752010673      -0.991364420657003     
 -0.174775723060205      -0.984608270648171     
 -0.216904631844065      -0.976192798930924     
 -0.257506332537549      -0.966276610864126     
 -0.296574736294377      -0.955009646962752     
 -0.334112544769300      -0.942533186380078     
 -0.370130089895974      -0.928979933342803     
 -0.404644275654681      -0.914474171412128     
 -0.437677616918523      -0.899131972320261     
